order_date,order_id,product,product_id,category,purchase_address,quantity_ordered,price_each,cost_price,turnover,margin,time_of_day,purchase_state
2023-01-13,149097,usb-c charging cable,2556096777744,sports,"773 cherry st, seattle, wa 98101",1,11.95,5.975,11.95,5.975,afternoon, wa 98101
2023-01-18,149098,lightning charging cable,3848128928406,alimentation,"797 8th st, atlanta, ga 30301",1,14.95,7.475,14.95,7.475,evening, ga 30301
2023-01-12,149099,apple airpods headphones,6986850564447,alimentation,"500 4th st, los angeles, ca 90001",1,150,97.5,150,52.5,afternoon, ca 90001
2023-01-22,149100,usb-c charging cable,2835902639591,vêtements,"288 13th st, austin, tx 73301",1,11.95,5.975,11.95,5.975,afternoon, tx 73301
2023-01-29,149101,34in ultrawide monitor,2508749669461,sports,"198 meadow st, austin, tx 73301",1,379.99,125.3967,379.99,254.5933,evening, tx 73301
2023-01-06,149102,usb-c charging cable,7929735663897,alimentation,"3 7th st, dallas, tx 75001",1,11.95,5.975,11.95,5.975,evening, tx 75001
2023-01-08,149103,apple airpods headphones,5656023608718,sports,"975 hickory st, new york city, ny 10001",1,150,97.5,150,52.5,morning, ny 10001
2023-01-17,149104,usb-c charging cable,6979807609403,électronique,"706 center st, atlanta, ga 30301",1,11.95,5.975,11.95,5.975,evening, ga 30301
2023-01-20,149105,bose soundsport headphones,2406244297353,électronique,"697 center st, dallas, tx 75001",1,99.99,49.995,99.99,49.995,afternoon, tx 75001
2023-01-03,149106,thinkpad laptop,3895256052938,électronique,"653 hill st, austin, tx 73301",1,999.99,329.99670000000003,999.99,669.9933,morning, tx 73301
2023-01-05,149107,iphone,6975485071143,sports,"274 cedar st, san francisco, ca 94016",1,700,231,700,469,evening, ca 94016
2023-01-28,149108,google phone,6042207269344,alimentation,"267 ridge st, san francisco, ca 94016",1,600,198,600,402,afternoon, ca 94016
2023-01-19,149109,iphone,7838144878829,sports,"60 6th st, boston, ma 02215",1,700,231,700,469,unknown, ma 02215
2023-01-14,149110,bose soundsport headphones,2516741705007,vêtements,"81 church st, new york city, ny 10001",1,99.99,49.995,99.99,49.995,evening, ny 10001
2023-01-29,149111,aaa batteries (4-pack),2101331605933,alimentation,"567 wilson st, los angeles, ca 90001",1,2.99,1.495,2.99,1.495,evening, ca 90001
2023-01-21,149112,aa batteries (4-pack),1224698454498,électronique,"516 willow st, new york city, ny 10001",3,3.84,1.92,11.52,5.76,afternoon, ny 10001
2023-01-08,149113,macbook pro laptop,6870334823293,sports,"122 wilson st, san francisco, ca 94016",1,1700,561,1700,1139,morning, ca 94016
2023-01-07,149114,aaa batteries (4-pack),8213008468027,vêtements,"648 cherry st, new york city, ny 10001",1,2.99,1.495,2.99,1.495,afternoon, ny 10001
2023-01-21,149115,usb-c charging cable,8179253166575,sports,"524 1st st, san francisco, ca 94016",2,11.95,5.975,23.9,11.95,afternoon, ca 94016
2023-01-20,149116,usb-c charging cable,9675714413975,alimentation,"77 wilson st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,unknown, ca 94016
2023-01-17,149117,usb-c charging cable,5880218592543,alimentation,"102 pine st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,evening, ca 94016
2023-01-16,149118,wired headphones,6825139715009,vêtements,"664 meadow st, san francisco, ca 94016",1,11.99,5.995,11.99,5.995,evening, ca 94016
2023-01-16,149119,aa batteries (4-pack),5703607556767,vêtements,"951 hickory st, portland, me 04101",1,3.84,1.92,3.84,1.92,evening, me 04101
2023-01-23,149120,20in monitor,5394146129330,électronique,"200 14th st, dallas, tx 75001",1,109.99,71.4935,109.99,38.4965,morning, tx 75001
2023-01-23,149121,aaa batteries (4-pack),5236791410557,électronique,"324 hill st, boston, ma 02215",2,2.99,1.495,5.98,2.99,evening, ma 02215
2023-01-04,149122,lightning charging cable,6316482407010,sports,"794 adams st, new york city, ny 10001",1,14.95,7.475,14.95,7.475,morning, ny 10001
2023-01-22,149123,34in ultrawide monitor,2742952026040,alimentation,"776 sunset st, portland, me 04101",1,379.99,125.3967,379.99,254.5933,afternoon, me 04101
2023-01-12,149124,aaa batteries (4-pack),9445112489131,alimentation,"582 lake st, new york city, ny 10001",2,2.99,1.495,5.98,2.99,afternoon, ny 10001
2023-01-10,149125,google phone,3327311798587,alimentation,"47 2nd st, atlanta, ga 30301",1,600,198,600,402,evening, ga 30301
2023-01-10,149125,bose soundsport headphones,8391021623297,vêtements,"47 2nd st, atlanta, ga 30301",1,99.99,49.995,99.99,49.995,evening, ga 30301
2023-01-09,149126,20in monitor,6695441411392,vêtements,"124 9th st, dallas, tx 75001",1,109.99,71.4935,109.99,38.4965,evening, tx 75001
2023-01-26,149127,aa batteries (4-pack),3539476140945,vêtements,"111 hickory st, dallas, tx 75001",1,3.84,1.92,3.84,1.92,afternoon, tx 75001
2023-01-26,149128,aaa batteries (4-pack),5163427466428,alimentation,"752 lakeview st, san francisco, ca 94016",2,2.99,1.495,5.98,2.99,afternoon, ca 94016
2023-01-21,149129,20in monitor,1214757775291,sports,"219 jackson st, new york city, ny 10001",1,109.99,71.4935,109.99,38.4965,evening, ny 10001
2023-01-30,149131,wired headphones,8364133314393,électronique,"114 4th st, dallas, tx 75001",2,11.99,5.995,23.98,11.99,afternoon, tx 75001
2023-01-26,149132,aa batteries (4-pack),4049656907637,électronique,"668 wilson st, atlanta, ga 30301",1,3.84,1.92,3.84,1.92,afternoon, ga 30301
2023-01-02,149133,aaa batteries (4-pack),9436393024357,alimentation,"561 jackson st, los angeles, ca 90001",3,2.99,1.495,8.97,4.485,afternoon, ca 90001
2023-01-14,149134,vareebadd phone,6478066081398,électronique,"821 west st, los angeles, ca 90001",1,400,132,400,268,afternoon, ca 90001
2023-01-14,149134,usb-c charging cable,5261641225673,vêtements,"821 west st, los angeles, ca 90001",1,11.95,5.975,11.95,5.975,afternoon, ca 90001
2023-01-14,149134,wired headphones,2715129941977,vêtements,"821 west st, los angeles, ca 90001",1,11.99,5.995,11.99,5.995,afternoon, ca 90001
2023-01-27,149135,aa batteries (4-pack),2459868524008,sports,"780 wilson st, seattle, wa 98101",1,3.84,1.92,3.84,1.92,afternoon, wa 98101
2023-01-24,149136,34in ultrawide monitor,8770176707857,alimentation,"269 highland st, new york city, ny 10001",1,379.99,125.3967,379.99,254.5933,afternoon, ny 10001
2023-01-30,149137,aa batteries (4-pack),6656462566069,vêtements,"151 south st, san francisco, ca 94016",2,3.84,1.92,7.68,3.84,evening, ca 94016
2023-01-28,149138,aaa batteries (4-pack),3424088733982,vêtements,"992 pine st, san francisco, ca 94016",1,2.99,1.495,2.99,1.495,afternoon, ca 94016
2023-01-27,149139,thinkpad laptop,2822892810184,alimentation,"215 church st, portland, or 97035",1,999.99,329.99670000000003,999.99,669.9933,morning, or 97035
2023-01-19,149140,aa batteries (4-pack),9853119900719,électronique,"288 highland st, seattle, wa 98101",1,3.84,1.92,3.84,1.92,evening, wa 98101
2023-01-05,149143,usb-c charging cable,3219698497899,alimentation,"561 jefferson st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,afternoon, ca 94016
2023-01-12,149144,apple airpods headphones,6516942548059,électronique,"626 hickory st, new york city, ny 10001",1,150,97.5,150,52.5,evening, ny 10001
2023-01-22,149145,usb-c charging cable,4488172990459,sports,"142 hill st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,afternoon, ca 94016
2023-01-26,149146,lg washing machine,2048945971430,électronique,"652 10th st, los angeles, ca 90001",1,600,198,600,402,afternoon, ca 90001
2023-01-16,149147,27in 4k gaming monitor,9199994438062,alimentation,"648 lake st, san francisco, ca 94016",1,389.99,128.69670000000002,389.99,261.2933,afternoon, ca 94016
2023-01-12,149149,lightning charging cable,8107838739258,vêtements,"180 1st st, boston, ma 02215",1,14.95,7.475,14.95,7.475,afternoon, ma 02215
2023-01-12,149149,lightning charging cable,8663218097052,alimentation,"180 1st st, boston, ma 02215",1,14.95,7.475,14.95,7.475,afternoon, ma 02215
2023-01-21,149150,iphone,2981453632343,sports,"463 spruce st, san francisco, ca 94016",1,700,231,700,469,unknown, ca 94016
2023-01-05,149151,thinkpad laptop,4621642794375,électronique,"148 madison st, boston, ma 02215",1,999.99,329.99670000000003,999.99,669.9933,afternoon, ma 02215
2023-01-28,149152,thinkpad laptop,4963381571820,sports,"969 lake st, dallas, tx 75001",1,999.99,329.99670000000003,999.99,669.9933,evening, tx 75001
2023-01-18,149153,aaa batteries (4-pack),7143235810355,sports,"604 cherry st, boston, ma 02215",1,2.99,1.495,2.99,1.495,evening, ma 02215
2023-01-26,149155,aaa batteries (4-pack),2375888482191,électronique,"358 north st, los angeles, ca 90001",1,2.99,1.495,2.99,1.495,evening, ca 90001
2023-01-09,149157,aaa batteries (4-pack),8105429317168,électronique,"488 wilson st, san francisco, ca 94016",2,2.99,1.495,5.98,2.99,evening, ca 94016
2023-01-28,149158,aaa batteries (4-pack),5533012388064,électronique,"233 wilson st, new york city, ny 10001",1,2.99,1.495,2.99,1.495,afternoon, ny 10001
2023-01-25,149159,usb-c charging cable,2771614806186,électronique,"144 8th st, boston, ma 02215",1,11.95,5.975,11.95,5.975,afternoon, ma 02215
2023-01-26,149160,27in fhd monitor,2538358630210,vêtements,"322 washington st, san francisco, ca 94016",1,149.99,97.4935,149.99,52.4965,evening, ca 94016
2023-01-13,149161,usb-c charging cable,2063191952247,électronique,"938 cherry st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,evening, ca 94016
2023-01-10,149162,usb-c charging cable,9891652167742,alimentation,"56 ridge st, boston, ma 02215",1,11.95,5.975,11.95,5.975,afternoon, ma 02215
2023-01-01,149163,lightning charging cable,9696296458587,sports,"204 chestnut st, seattle, wa 98101",1,14.95,7.475,14.95,7.475,afternoon, wa 98101
2023-01-21,149164,iphone,4054253194895,électronique,"954 jefferson st, san francisco, ca 94016",1,700,231,700,469,afternoon, ca 94016
2023-01-11,149165,thinkpad laptop,4008751420678,alimentation,"705 pine st, dallas, tx 75001",1,999.99,329.99670000000003,999.99,669.9933,unknown, tx 75001
2023-01-30,149166,lightning charging cable,4943051874207,sports,"712 6th st, los angeles, ca 90001",1,14.95,7.475,14.95,7.475,evening, ca 90001
2023-01-21,149167,aaa batteries (4-pack),6820146740195,vêtements,"143 church st, portland, or 97035",1,2.99,1.495,2.99,1.495,afternoon, or 97035
2023-01-27,149168,aa batteries (4-pack),1078681721911,sports,"817 9th st, new york city, ny 10001",1,3.84,1.92,3.84,1.92,evening, ny 10001
2023-01-14,149169,usb-c charging cable,6445659843950,sports,"629 walnut st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,morning, ca 94016
2023-01-07,149170,27in 4k gaming monitor,8002175298180,alimentation,"873 forest st, atlanta, ga 30301",1,389.99,128.69670000000002,389.99,261.2933,evening, ga 30301
2023-01-06,149171,usb-c charging cable,1796308888933,sports,"664 forest st, seattle, wa 98101",1,11.95,5.975,11.95,5.975,afternoon, wa 98101
2023-01-11,149172,bose soundsport headphones,1330852342336,alimentation,"788 walnut st, san francisco, ca 94016",1,99.99,49.995,99.99,49.995,unknown, ca 94016
2023-01-02,149173,27in fhd monitor,2515400653319,vêtements,"377 13th st, boston, ma 02215",1,149.99,97.4935,149.99,52.4965,afternoon, ma 02215
2023-01-29,149174,apple airpods headphones,1561562544270,sports,"788 sunset st, portland, or 97035",1,150,97.5,150,52.5,evening, or 97035
2023-01-21,149175,apple airpods headphones,6039042512955,alimentation,"594 1st st, boston, ma 02215",1,150,97.5,150,52.5,morning, ma 02215
2023-01-06,149176,bose soundsport headphones,1463356820696,alimentation,"762 8th st, new york city, ny 10001",1,99.99,49.995,99.99,49.995,unknown, ny 10001
2023-01-06,149177,usb-c charging cable,7235939337340,électronique,"694 sunset st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,afternoon, ca 94016
2023-01-17,149179,usb-c charging cable,2885964598261,alimentation,"896 5th st, los angeles, ca 90001",1,11.95,5.975,11.95,5.975,evening, ca 90001
2023-01-03,149180,usb-c charging cable,9657889616837,électronique,"294 highland st, new york city, ny 10001",1,11.95,5.975,11.95,5.975,afternoon, ny 10001
2023-01-06,149181,thinkpad laptop,3775600643545,sports,"613 elm st, san francisco, ca 94016",1,999.99,329.99670000000003,999.99,669.9933,afternoon, ca 94016
2023-01-30,149182,27in fhd monitor,8385706986146,vêtements,"806 forest st, boston, ma 02215",1,149.99,97.4935,149.99,52.4965,evening, ma 02215
2023-01-16,149183,google phone,9774280471475,vêtements,"150 spruce st, new york city, ny 10001",1,600,198,600,402,morning, ny 10001
2023-01-28,149184,bose soundsport headphones,8716334605573,sports,"519 lincoln st, los angeles, ca 90001",1,99.99,49.995,99.99,49.995,evening, ca 90001
2023-01-21,149185,aa batteries (4-pack),2766235584302,électronique,"224 14th st, dallas, tx 75001",1,3.84,1.92,3.84,1.92,morning, tx 75001
2023-01-15,149186,bose soundsport headphones,5198439668181,alimentation,"989 west st, boston, ma 02215",1,99.99,49.995,99.99,49.995,afternoon, ma 02215
2023-01-22,149187,lightning charging cable,6619306518135,vêtements,"794 cherry st, los angeles, ca 90001",1,14.95,7.475,14.95,7.475,unknown, ca 90001
2023-01-25,149188,bose soundsport headphones,3591105166129,vêtements,"906 south st, dallas, tx 75001",1,99.99,49.995,99.99,49.995,afternoon, tx 75001
2023-01-05,149189,27in 4k gaming monitor,6282821734686,sports,"541 forest st, san francisco, ca 94016",1,389.99,128.69670000000002,389.99,261.2933,evening, ca 94016
2023-01-10,149190,27in fhd monitor,3747106494626,vêtements,"354 meadow st, san francisco, ca 94016",1,149.99,97.4935,149.99,52.4965,afternoon, ca 94016
2023-01-31,149191,google phone,5145493188426,électronique,"13 highland st, austin, tx 73301",1,600,198,600,402,afternoon, tx 73301
2023-01-28,149192,usb-c charging cable,8329808692610,vêtements,"120 johnson st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,afternoon, ca 94016
2023-01-29,149193,27in fhd monitor,2189854954413,vêtements,"734 madison st, los angeles, ca 90001",1,149.99,97.4935,149.99,52.4965,afternoon, ca 90001
2023-01-20,149194,wired headphones,1862016188017,sports,"295 sunset st, atlanta, ga 30301",1,11.99,5.995,11.99,5.995,evening, ga 30301
2023-01-26,149195,usb-c charging cable,4895706196453,électronique,"581 sunset st, boston, ma 02215",2,11.95,5.975,23.9,11.95,afternoon, ma 02215
2023-01-15,149196,vareebadd phone,8336768557079,vêtements,"41 lake st, boston, ma 02215",1,400,132,400,268,afternoon, ma 02215
2023-01-21,149197,lightning charging cable,6924393902967,vêtements,"122 hill st, austin, tx 73301",1,14.95,7.475,14.95,7.475,afternoon, tx 73301
2023-01-13,149198,aaa batteries (4-pack),2247737923674,électronique,"397 8th st, portland, or 97035",2,2.99,1.495,5.98,2.99,unknown, or 97035
2023-01-07,149199,iphone,5689197391570,alimentation,"734 maple st, portland, or 97035",1,700,231,700,469,morning, or 97035
2023-01-05,149200,wired headphones,1951243713920,sports,"5 center st, los angeles, ca 90001",1,11.99,5.995,11.99,5.995,morning, ca 90001
2023-01-03,149201,20in monitor,8815708691356,vêtements,"475 dogwood st, san francisco, ca 94016",1,109.99,71.4935,109.99,38.4965,morning, ca 94016
2023-01-24,149202,lightning charging cable,4686240262105,électronique,"964 14th st, san francisco, ca 94016",1,14.95,7.475,14.95,7.475,afternoon, ca 94016
2023-01-21,149203,wired headphones,3733893672591,électronique,"810 spruce st, atlanta, ga 30301",1,11.99,5.995,11.99,5.995,morning, ga 30301
2023-01-17,149204,apple airpods headphones,5980068240609,électronique,"6 10th st, san francisco, ca 94016",1,150,97.5,150,52.5,morning, ca 94016
2023-01-22,149205,aaa batteries (4-pack),5929579710671,électronique,"78 highland st, atlanta, ga 30301",1,2.99,1.495,2.99,1.495,evening, ga 30301
2023-01-19,149206,27in 4k gaming monitor,5198530967271,vêtements,"9 spruce st, austin, tx 73301",1,389.99,128.69670000000002,389.99,261.2933,evening, tx 73301
2023-01-17,149207,lightning charging cable,8377705368896,vêtements,"902 2nd st, san francisco, ca 94016",1,14.95,7.475,14.95,7.475,unknown, ca 94016
2023-01-22,149208,iphone,5380689407777,vêtements,"990 dogwood st, san francisco, ca 94016",1,700,231,700,469,evening, ca 94016
2023-01-11,149209,aaa batteries (4-pack),8527242710339,vêtements,"721 cherry st, seattle, wa 98101",1,2.99,1.495,2.99,1.495,afternoon, wa 98101
2023-01-04,149210,apple airpods headphones,9594853369828,électronique,"241 church st, san francisco, ca 94016",1,150,97.5,150,52.5,afternoon, ca 94016
2023-01-08,149211,vareebadd phone,8081100677707,alimentation,"756 4th st, dallas, tx 75001",1,400,132,400,268,afternoon, tx 75001
2023-01-03,149212,wired headphones,4908087618029,sports,"132 elm st, atlanta, ga 30301",1,11.99,5.995,11.99,5.995,evening, ga 30301
2023-01-12,149213,aaa batteries (4-pack),6549429033707,alimentation,"577 lakeview st, los angeles, ca 90001",1,2.99,1.495,2.99,1.495,afternoon, ca 90001
2023-01-08,149214,27in fhd monitor,8244156403140,alimentation,"190 4th st, austin, tx 73301",1,149.99,97.4935,149.99,52.4965,afternoon, tx 73301
2023-01-28,149215,27in fhd monitor,4845116304140,sports,"707 walnut st, seattle, wa 98101",1,149.99,97.4935,149.99,52.4965,afternoon, wa 98101
2023-01-02,149216,aa batteries (4-pack),5443596249289,électronique,"421 meadow st, new york city, ny 10001",1,3.84,1.92,3.84,1.92,morning, ny 10001
2023-01-17,149217,apple airpods headphones,6175832226884,alimentation,"502 13th st, dallas, tx 75001",1,150,97.5,150,52.5,evening, tx 75001
2023-01-24,149218,lightning charging cable,7121646471241,vêtements,"85 sunset st, portland, or 97035",1,14.95,7.475,14.95,7.475,afternoon, or 97035
2023-01-10,149219,lightning charging cable,5436142599865,vêtements,"180 7th st, seattle, wa 98101",1,14.95,7.475,14.95,7.475,evening, wa 98101
2023-01-10,149220,aa batteries (4-pack),7685151945411,sports,"539 12th st, boston, ma 02215",3,3.84,1.92,11.52,5.76,unknown, ma 02215
2023-01-09,149221,apple airpods headphones,9372172823625,alimentation,"775 5th st, dallas, tx 75001",1,150,97.5,150,52.5,afternoon, tx 75001
2023-01-27,149222,aa batteries (4-pack),7561878989097,sports,"754 jackson st, new york city, ny 10001",1,3.84,1.92,3.84,1.92,evening, ny 10001
2023-01-10,149223,lg dryer,4567049777530,sports,"636 lake st, boston, ma 02215",1,600,198,600,402,afternoon, ma 02215
2023-01-25,149224,lightning charging cable,1346622162485,alimentation,"461 west st, portland, or 97035",1,14.95,7.475,14.95,7.475,afternoon, or 97035
2023-01-05,149227,wired headphones,5537281764654,alimentation,"315 park st, portland, or 97035",1,11.99,5.995,11.99,5.995,afternoon, or 97035
2023-01-26,149228,27in fhd monitor,2017504294435,vêtements,"224 spruce st, san francisco, ca 94016",1,149.99,97.4935,149.99,52.4965,afternoon, ca 94016
2023-01-03,149229,aaa batteries (4-pack),3547635375602,sports,"418 south st, san francisco, ca 94016",1,2.99,1.495,2.99,1.495,evening, ca 94016
2023-01-24,149230,aa batteries (4-pack),1449828411235,sports,"766 2nd st, dallas, tx 75001",1,3.84,1.92,3.84,1.92,afternoon, tx 75001
2023-01-13,149231,lightning charging cable,2958014277893,alimentation,"795 4th st, san francisco, ca 94016",1,14.95,7.475,14.95,7.475,evening, ca 94016
2023-01-11,149233,27in 4k gaming monitor,6553350656486,vêtements,"356 forest st, boston, ma 02215",1,389.99,128.69670000000002,389.99,261.2933,evening, ma 02215
2023-01-25,149234,lightning charging cable,7529946039046,vêtements,"898 2nd st, atlanta, ga 30301",1,14.95,7.475,14.95,7.475,evening, ga 30301
2023-01-09,149235,34in ultrawide monitor,3266841125917,électronique,"238 maple st, atlanta, ga 30301",1,379.99,125.3967,379.99,254.5933,evening, ga 30301
2023-01-27,149236,aa batteries (4-pack),6889868144234,électronique,"411 highland st, san francisco, ca 94016",2,3.84,1.92,7.68,3.84,afternoon, ca 94016
2023-01-31,149237,aaa batteries (4-pack),1280769461668,électronique,"848 adams st, seattle, wa 98101",2,2.99,1.495,5.98,2.99,afternoon, wa 98101
2023-01-05,149238,lightning charging cable,1099313715271,vêtements,"194 hill st, seattle, wa 98101",1,14.95,7.475,14.95,7.475,afternoon, wa 98101
2023-01-18,149239,aaa batteries (4-pack),2187774231416,vêtements,"896 2nd st, los angeles, ca 90001",2,2.99,1.495,5.98,2.99,evening, ca 90001
2023-01-26,149240,iphone,1376646213392,sports,"51 6th st, boston, ma 02215",1,700,231,700,469,unknown, ma 02215
2023-01-28,149241,aa batteries (4-pack),9996375757417,alimentation,"487 sunset st, san francisco, ca 94016",3,3.84,1.92,11.52,5.76,afternoon, ca 94016
2023-01-18,149242,apple airpods headphones,8007677854495,électronique,"117 hill st, san francisco, ca 94016",1,150,97.5,150,52.5,morning, ca 94016
2023-01-21,149243,apple airpods headphones,1538538816154,sports,"109 12th st, portland, me 04101",1,150,97.5,150,52.5,afternoon, me 04101
2023-01-27,149244,lightning charging cable,7079356060493,vêtements,"340 main st, san francisco, ca 94016",1,14.95,7.475,14.95,7.475,unknown, ca 94016
2023-01-13,149245,usb-c charging cable,7062824200266,alimentation,"885 river st, san francisco, ca 94016",3,11.95,5.975,35.849999999999994,17.924999999999997,morning, ca 94016
2023-01-03,149246,aaa batteries (4-pack),7879134632250,sports,"791 2nd st, san francisco, ca 94016",1,2.99,1.495,2.99,1.495,afternoon, ca 94016
2023-01-03,149247,aa batteries (4-pack),8394564218281,électronique,"864 forest st, san francisco, ca 94016",1,3.84,1.92,3.84,1.92,morning, ca 94016
2023-01-02,149248,aaa batteries (4-pack),3159162756864,alimentation,"451 2nd st, seattle, wa 98101",1,2.99,1.495,2.99,1.495,evening, wa 98101
2023-01-20,149249,wired headphones,5105237734376,vêtements,"373 forest st, portland, or 97035",2,11.99,5.995,23.98,11.99,morning, or 97035
2023-01-11,149250,34in ultrawide monitor,2797377760017,vêtements,"521 cedar st, los angeles, ca 90001",1,379.99,125.3967,379.99,254.5933,evening, ca 90001
2023-01-13,149251,iphone,1026660671291,alimentation,"555 9th st, san francisco, ca 94016",1,700,231,700,469,unknown, ca 94016
2023-01-17,149252,apple airpods headphones,7411283367864,électronique,"459 13th st, dallas, tx 75001",1,150,97.5,150,52.5,morning, tx 75001
2023-01-02,149253,macbook pro laptop,3533114758588,électronique,"589 sunset st, san francisco, ca 94016",1,1700,561,1700,1139,evening, ca 94016
2023-01-23,149254,lightning charging cable,9411089056611,sports,"99 lincoln st, san francisco, ca 94016",1,14.95,7.475,14.95,7.475,evening, ca 94016
2023-01-17,149255,apple airpods headphones,2524478505693,alimentation,"838 walnut st, new york city, ny 10001",1,150,97.5,150,52.5,unknown, ny 10001
2023-01-29,149256,27in 4k gaming monitor,6447695468646,vêtements,"33 highland st, new york city, ny 10001",1,389.99,128.69670000000002,389.99,261.2933,morning, ny 10001
2023-01-30,149257,20in monitor,9623563295393,électronique,"887 dogwood st, new york city, ny 10001",1,109.99,71.4935,109.99,38.4965,evening, ny 10001
2023-01-27,149258,usb-c charging cable,3238976959745,vêtements,"996 ridge st, portland, or 97035",1,11.95,5.975,11.95,5.975,evening, or 97035
2023-01-08,149259,apple airpods headphones,1153974186643,vêtements,"320 sunset st, san francisco, ca 94016",1,150,97.5,150,52.5,afternoon, ca 94016
2023-01-31,149260,aaa batteries (4-pack),7316242652848,vêtements,"372 jefferson st, boston, ma 02215",1,2.99,1.495,2.99,1.495,evening, ma 02215
2023-01-26,149261,iphone,3967207507451,sports,"954 adams st, austin, tx 73301",1,700,231,700,469,unknown, tx 73301
2023-01-23,149262,usb-c charging cable,8366241732396,alimentation,"58 willow st, austin, tx 73301",1,11.95,5.975,11.95,5.975,evening, tx 73301
2023-01-03,149263,google phone,9242291995210,électronique,"119 14th st, san francisco, ca 94016",1,600,198,600,402,afternoon, ca 94016
2023-01-03,149263,usb-c charging cable,6736313338537,alimentation,"119 14th st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,afternoon, ca 94016
2023-01-03,149264,aaa batteries (4-pack),7668919940723,alimentation,"119 jefferson st, boston, ma 02215",1,2.99,1.495,2.99,1.495,afternoon, ma 02215
2023-01-17,149265,wired headphones,5373555167632,vêtements,"73 south st, austin, tx 73301",1,11.99,5.995,11.99,5.995,morning, tx 73301
2023-01-13,149266,aa batteries (4-pack),5311652563164,vêtements,"442 willow st, san francisco, ca 94016",1,3.84,1.92,3.84,1.92,morning, ca 94016
2023-01-11,149268,macbook pro laptop,4922603325756,électronique,"47 west st, seattle, wa 98101",1,1700,561,1700,1139,afternoon, wa 98101
2023-01-18,149269,34in ultrawide monitor,4501631271396,sports,"208 2nd st, los angeles, ca 90001",1,379.99,125.3967,379.99,254.5933,afternoon, ca 90001
2023-01-24,149270,usb-c charging cable,3759643763344,alimentation,"372 main st, portland, me 04101",1,11.95,5.975,11.95,5.975,unknown, me 04101
2023-01-19,149271,aa batteries (4-pack),1893675626761,alimentation,"334 11th st, new york city, ny 10001",1,3.84,1.92,3.84,1.92,evening, ny 10001
2023-01-12,149272,bose soundsport headphones,8851930450077,sports,"607 walnut st, los angeles, ca 90001",1,99.99,49.995,99.99,49.995,afternoon, ca 90001
2023-01-12,149273,usb-c charging cable,8316043485154,alimentation,"15 south st, boston, ma 02215",1,11.95,5.975,11.95,5.975,evening, ma 02215
2023-01-14,149274,27in 4k gaming monitor,1354618848459,électronique,"613 6th st, san francisco, ca 94016",1,389.99,128.69670000000002,389.99,261.2933,evening, ca 94016
2023-01-25,149275,aaa batteries (4-pack),9592864726406,sports,"710 10th st, los angeles, ca 90001",1,2.99,1.495,2.99,1.495,evening, ca 90001
2023-01-16,149276,lightning charging cable,2627669067024,vêtements,"439 spruce st, los angeles, ca 90001",1,14.95,7.475,14.95,7.475,afternoon, ca 90001
2023-01-24,149277,usb-c charging cable,7344474714917,vêtements,"413 lake st, new york city, ny 10001",1,11.95,5.975,11.95,5.975,afternoon, ny 10001
2023-01-31,149278,aa batteries (4-pack),4771563874514,vêtements,"502 highland st, san francisco, ca 94016",1,3.84,1.92,3.84,1.92,afternoon, ca 94016
2023-01-27,149279,wired headphones,6286055379860,alimentation,"279 willow st, san francisco, ca 94016",1,11.99,5.995,11.99,5.995,unknown, ca 94016
2023-01-27,149280,wired headphones,5806252979385,électronique,"145 lake st, new york city, ny 10001",1,11.99,5.995,11.99,5.995,afternoon, ny 10001
2023-01-10,149281,apple airpods headphones,3114209359409,vêtements,"844 hill st, atlanta, ga 30301",1,150,97.5,150,52.5,evening, ga 30301
2023-01-15,149282,usb-c charging cable,2743501237402,électronique,"846 12th st, portland, or 97035",1,11.95,5.975,11.95,5.975,afternoon, or 97035
2023-01-08,149283,lightning charging cable,6752030663103,alimentation,"542 sunset st, san francisco, ca 94016",1,14.95,7.475,14.95,7.475,morning, ca 94016
2023-01-28,149284,lightning charging cable,6727289881428,alimentation,"395 meadow st, los angeles, ca 90001",1,14.95,7.475,14.95,7.475,afternoon, ca 90001
2023-01-24,149285,aa batteries (4-pack),6058158116253,électronique,"93 6th st, boston, ma 02215",2,3.84,1.92,7.68,3.84,afternoon, ma 02215
2023-01-01,149286,apple airpods headphones,1345452602548,alimentation,"651 7th st, san francisco, ca 94016",1,150,97.5,150,52.5,evening, ca 94016
2023-01-08,149287,usb-c charging cable,5663773492863,vêtements,"88 2nd st, dallas, tx 75001",1,11.95,5.975,11.95,5.975,unknown, tx 75001
2023-01-31,149288,wired headphones,5340105041749,sports,"319 cherry st, seattle, wa 98101",1,11.99,5.995,11.99,5.995,evening, wa 98101
2023-01-11,149289,27in 4k gaming monitor,5674627213383,vêtements,"261 park st, portland, or 97035",1,389.99,128.69670000000002,389.99,261.2933,morning, or 97035
2023-01-10,149290,usb-c charging cable,8856142202019,sports,"744 5th st, los angeles, ca 90001",1,11.95,5.975,11.95,5.975,morning, ca 90001
